label,generic_name,source,confidence,drug_class,common_form
Breathlin SR,Theophylline,medex,1.0,,Tablet (Sustained Release)
Bredicon,Desogestrel,medex,1.0,,Tablet
Bredox,Doxophylline,medex,1.0,,Tablet
Breon,Vilanterol Trifenatate + Fluticasone Furoate,medex,1.0,,Dry Powder Inhalation Capsule (DPI)
Breton,Tulobuterol Hydrochloride,medex,1.0,,Syrup
Brevipil,Brivaracetam,medex,1.0,,Tablet
Brexi,Brexpiprazole,medex,1.0,,Tablet
Brexpa,Brexpiprazole,medex,1.0,,Tablet
Brezofil,Doxophylline,medex,1.0,,Syrup
Brezofil SR,Doxophylline,medex,1.0,,Tablet (Sustained Release)
Bricet,Brivaracetam,medex,1.0,,Tablet
Bricoma,Brimonidine Tartrate,medex,1.0,,Ophthalmic Solution
Bricoma OSD,Brimonidine Tartrate,medex,1.0,,Ophthalmic Solution
Brigacent,Brigatinib,medex,1.0,,Tablet
Brimo,Brimonidine Tartrate,medex,1.0,,Ophthalmic Solution
Brimodin,Brimonidine Tartrate,medex,1.0,,Ophthalmic Solution
Brimodin Plus,Brimonidine Tartrate + Timolol Maleate,medex,1.0,,Ophthalmic Solution
Brimolol,Brimonidine Tartrate + Timolol Maleate,medex,1.0,,Ophthalmic Solution
BrimoPres,Brimonidine Tartrate + Timolol Maleate,medex,1.0,,Ophthalmic Solution
Brindin,Brinzolamide + Brimonidine Tartrate,medex,1.0,,Ophthalmic Suspension
Brinop,Brinzolamide,medex,1.0,,Ophthalmic Suspension
Brintexa,Vortioxetine Hydrobromide,medex,1.0,,Tablet
Brinz,Brinzolamide,medex,1.0,,Ophthalmic Suspension
Brinz T,Brinzolamide + Timolol,medex,1.0,,Ophthalmic Suspension
Brinzopt,Brinzolamide,medex,1.0,,Ophthalmic Suspension
Brirel,Ticagrelor,medex,1.0,,Tablet
Bristol Gold,Multivitamin & Multimineral [A-Z gold preparation],medex,1.0,,Tablet
Brite,Fluocinolone Acetonide + Hydroquinone + Tretinoin,medex,1.0,,Cream
Briva,Brivaracetam,medex,1.0,,Tablet
Brizy,Levosalbutamol (Oral),medex,1.0,,Syrup
Brocast,Montelukast Sodium,medex,1.0,,Tablet
Brocef,Cefuroxime Axetil,medex,1.0,,Tablet
Brocef CV,Cefuroxime Axetil + Clavulanic Acid,medex,1.0,,Tablet
Broculyt,Ambroxol Hydrochloride,medex,1.0,,Syrup
Brodactam,Piperacillin + Tazobactam,medex,1.0,,IV Infusion
Brodamox DS,Amoxicillin Trihydrate,medex,1.0,,Capsule
Brodil,Salbutamol,medex,1.0,,Nebuliser Solution
Brodil Levo,Levosalbutamol (Oral),medex,1.0,,Syrup
Brodil SR,Salbutamol,medex,1.0,,Capsule (Sustained Release)
Brofen,Ibuprofen (Oral),medex,1.0,,Tablet
Brofex,Dextromethorphan Hydrobromide,medex,1.0,,Syrup
Brofex TS,Dextromethorphan Polistirex,medex,1.0,,Extend Release Suspension
Brohexin,Bromhexine Hydrochloride,medex,1.0,,Syrup
Broket,Ketotifen Fumarate (Oral),medex,1.0,,Syrup
Broklin,Pregabalin,medex,1.0,,Capsule
Broklin CR,Pregabalin,medex,1.0,,Tablet (Controlled Release)
Brokof,Bromhexine Hydrochloride,medex,1.0,,Syrup
Brolizum,Pembrolizumab,medex,1.0,,IV Infusion
Brolyt,Bromhexine Hydrochloride,medex,1.0,,Syrup
Brom,Bromazepam,medex,1.0,,Tablet
Bromapam,Bromazepam,medex,1.0,,Tablet
Bromazep,Bromazepam,medex,1.0,,Tablet
Bromazepam,Bromazepam,medex,1.0,,Tablet
Bromergon,Bromocriptine Mesylate,medex,1.0,,Tablet
Bromnac,Bromfenac Sodium,medex,1.0,,Ophthalmic Solution
Bromocriptine,Bromocriptine Mesylate,medex,1.0,,Tablet
Bromodel,Bromocriptine Mesylate,medex,1.0,,Tablet
Bromofen,Bromfenac Sodium,medex,1.0,,Ophthalmic Solution
Bromolac,Bromocriptine Mesylate,medex,1.0,,Tablet
Bromolit,Bromhexine Hydrochloride,medex,1.0,,Syrup
Bromotex,Bromhexine Hydrochloride,medex,1.0,,Syrup
Bromotine,Bromocriptine Mesylate,medex,1.0,,Tablet
Bromoxol,Bromhexine Hydrochloride,medex,1.0,,Syrup
Bromoxol DS,Bromhexine Hydrochloride,medex,1.0,,Syrup
Broncho-Vaxom,Lyophilized Bacterial Lysates,medex,1.0,,Capsule
Bronchodex,Bromhexine Hydrochloride,medex,1.0,,Syrup
Bronchosil,Ambroxol Hydrochloride,medex,1.0,,Syrup
Broncomet,Bromhexine Hydrochloride,medex,1.0,,Syrup
Broncotrol,Salbutamol,medex,1.0,,Syrup
Brondyl,Salbutamol,medex,1.0,,Syrup
Bronil-S,Salbutamol,medex,1.0,,Syrup
Bronkolax,Salbutamol,medex,1.0,,Syrup
Bronsol,Ambroxol Hydrochloride,medex,1.0,,Syrup
Brostin,Bromhexine Hydrochloride,medex,1.0,,Syrup
Brostin DS,Bromhexine Hydrochloride,medex,1.0,,Tablet
Brox,Ambroxol Hydrochloride,medex,1.0,,Syrup
Broxidil,Ambroxol Hydrochloride,medex,1.0,,Syrup
Broxine,Bromhexine Hydrochloride,medex,1.0,,Syrup
Broxolin,Ambroxol Hydrochloride,medex,1.0,,Syrup
Broxolit,Ambroxol Hydrochloride,medex,1.0,,Pediatric Drops
Broze,Bromazepam,medex,1.0,,Tablet
Brozep,Bromazepam,medex,1.0,,Tablet
BS,Benzoic Acid + Salicylic Acid,medex,1.0,,Ointment
BSH,Bromfenac Sodium,medex,1.0,,Ophthalmic Solution
BSS GV,Balanced Salt Solution,medex,1.0,,Irrigation Solution
Bteen,Bilastine,medex,1.0,,Tablet
Btiron TR,Ferrous Sulfate + Folic Acid + Zinc Sulfate,medex,1.0,,Capsule (Timed Release)
Bucod,Butamirate Citrate,medex,1.0,,Syrup
Bucod SR,Butamirate Citrate,medex,1.0,,Tablet (Sustained Release)
Budefort,Budesonide + Formoterol Fumarate,medex,1.0,,Dry Powder Inhalation Capsule (DPI)
Budemet,Budesonide + Formoterol Fumarate,medex,1.0,,Dry Powder Inhalation Capsule (DPI)
Budenide,Budesonide (Nasal Spray),medex,1.0,,Nasal Spray
Budetide,Budesonide (Nebuliser Suspension),medex,1.0,,Nebuliser Suspension
Budetrol,Budesonide + Formoterol Fumarate,medex,1.0,,Dry Powder Inhalation Capsule (DPI)
Budicort,Budesonide (Nebuliser Suspension),medex,1.0,,Nebuliser Suspension
Budicort ER,Budesonide (Tablet),medex,1.0,,Tablet (Extended Release)
Budison,Budesonide (Nebuliser Suspension),medex,1.0,,Nebuliser Suspension
Budison F,Budesonide + Formoterol Fumarate,medex,1.0,,Dry Powder Inhalation Capsule (DPI)
Budison-FG,Formoterol Fumarate + Glycopyrrolate + Budesonide,medex,1.0,,Metered-Dose Inhaler (MDI)
Bufen-SR,Ibuprofen (Oral),medex,1.0,,Capsule (Sustained Release)
Buflex,Nabumetone,medex,1.0,,Tablet
Bufocort,Budesonide + Formoterol Fumarate,medex,1.0,,Metered-Dose Inhaler (MDI)
Bukof,Butamirate Citrate,medex,1.0,,Syrup
Bukof Kids,Butamirate Citrate,medex,1.0,,Pediatric Drops
Bukof-D,Butamirate Citrate,medex,1.0,,Syrup
Bulex,Butamirate Citrate,medex,1.0,,Syrup
Bumecard,Bumetanide,medex,1.0,,Tablet
Bupec,Butamirate Citrate,medex,1.0,,Syrup
Bupi,Bupivacaine Hydrochloride,medex,1.0,,Injection
Bupi Heavy,Bupivacaine Hydrochloride + Dextrose,medex,1.0,,Intraspinal Injection
Bupicain Heavy,Bupivacaine Hydrochloride + Dextrose,medex,1.0,,Intraspinal Injection
Bupro-D,Dextromethorphan + Bupropion,medex,1.0,,Tablet (Extended Release)
Buprocaine,Oxybuprocaine Hydrochloride,medex,1.0,,Ophthalmic Solution
Burat CR,Butamirate Citrate,medex,1.0,,Tablet (Sustained Release)
Buratuss,Butamirate Citrate,medex,1.0,,Syrup
Buratuss SR,Butamirate Citrate,medex,1.0,,Tablet (Sustained Release)
Burn Free,Silver Sulfadiazine,medex,1.0,,Cream
Burna,Silver Sulfadiazine,medex,1.0,,Cream
Burnaid,Silver Sulfadiazine,medex,1.0,,Cream
Burncool,Silver Sulfadiazine,medex,1.0,,Cream
Burndel,Silver Sulfadiazine,medex,1.0,,Cream
Burnless,Silver Sulfadiazine,medex,1.0,,Cream
Burnrid,Silver Sulfadiazine,medex,1.0,,Cream
Burnsil,Silver Sulfadiazine,medex,1.0,,Cream
Buta,Salbutamol,medex,1.0,,Syrup
Butabrom,Hyoscine Butylbromide,medex,1.0,,Tablet
Butacit,Butamirate Citrate,medex,1.0,,Pediatric Drops
Butacod,Butamirate Citrate,medex,1.0,,Syrup
Butafix,Butamirate Citrate,medex,1.0,,Pediatric Drops
Butakof,Butamirate Citrate,medex,1.0,,Tablet (Sustained Release)
Butalin,Salbutamol,medex,1.0,,Syrup
Butalpen,Hyoscine Butylbromide,medex,1.0,,Tablet
Butapan,Hyoscine Butylbromide,medex,1.0,,Injection
Butaret,Butamirate Citrate,medex,1.0,,Pediatric Drops
Butaret SR,Butamirate Citrate,medex,1.0,,Tablet (Sustained Release)
Butasiv,Butamirate Citrate,medex,1.0,,Pediatric Drops
Butason,Hyoscine Butylbromide,medex,1.0,,Tablet
Buterol,Bambuterol Hydrochloride,medex,1.0,,Oral Solution
Butibac,Ceftibuten Dihydrate,medex,1.0,,Powder for Suspension
Buticef,Ceftibuten Dihydrate,medex,1.0,,Powder for Suspension
Butil,Butamirate Citrate,medex,1.0,,Syrup
Butinib,Ibrutinib,medex,1.0,,Capsule
Buva,Bupivacaine Hydrochloride,medex,1.0,,Injection
Buva Heavy,Bupivacaine Hydrochloride + Dextrose,medex,1.0,,Intraspinal Injection
Buviren,Sofosbuvir,medex,1.0,,Tablet
Buzz,Vitamin B Complex + Zinc,medex,1.0,,Syrup
Bygerd,Vonoprazan,medex,1.0,,Tablet
Byloza,Bilastine,medex,1.0,,Tablet
C-2,Cefuroxime Axetil,medex,1.0,,Powder for Suspension
C-3,Cefixime Trihydrate,medex,1.0,,Capsule
C-4,Calcium Lactate Gluconate + Calcium Carbonate + Vitamin C,medex,1.0,,Effervescent Tablet
C-Bon,Vitamin C [Ascorbic acid],medex,1.0,,Chewable Tablet
C-BZ,Vitamin B Complex + Zinc,medex,1.0,,Syrup
C-Fenac,Diclofenac Sodium,medex,1.0,,IM Injection
C-Fenac Plus,Diclofenac Sodium + Lidocaine Hydrochloride,medex,1.0,,IM Injection
C-Fenac TR,Diclofenac Sodium,medex,1.0,,Capsule (Timed Release)
C-Lemon,Vitamin C [Ascorbic acid],medex,1.0,,Chewable Tablet
C-Rich,Vitamin C [Ascorbic acid],medex,1.0,,Chewable Tablet
C-Vitera,Vitamin C [Ascorbic acid],medex,1.0,,Chewable Tablet
C-Zinc,Zinc Sulfate Monohydrate,medex,1.0,,Syrup
Cab,Amlodipine Besilate,medex,1.0,,Tablet
Cabanib,Cabozantinib,medex,1.0,,Capsule
Cabazol,Clotrimazole (Topical),medex,1.0,,Cream
Caber,Cabergoline,medex,1.0,,Tablet
Cabergol,Cabergoline,medex,1.0,,Tablet
Caberol,Cabergoline,medex,1.0,,Tablet
Cabita,Capecitabine,medex,1.0,,Tablet
Cabolac,Cabergoline,medex,1.0,,Tablet
Cabolin,Cabergoline,medex,1.0,,Tablet
Cabonate,Calcium Carbonate,medex,1.0,,Tablet
Cabotab,Cabozantinib,medex,1.0,,Tablet
Caboxen,Cabozantinib,medex,1.0,,Capsule
Caboz,Cabozantinib,medex,1.0,,Capsule
Cabretol,Carbamazepine,medex,1.0,,Oral Suspension
Cadiar D,Conventional Calcium + Vitamin D3,medex,1.0,,Tablet
Cadiar DX,Conventional Calcium + Vitamin D3,medex,1.0,,Tablet
Cadmin Plus,Calcium + Vitamin D3 + Multimineral,medex,1.0,,Tablet
Cadmin-D,Conventional Calcium + Vitamin D3,medex,1.0,,Tablet
Cadolin,Conventional Calcium + Vitamin D3,medex,1.0,,Tablet
Cadosil,Calcium Dobesilate,medex,1.0,,Capsule
Cadosil LD,Calcium Dobesilate + Lidocaine + Dexamethasone,medex,1.0,,Rectal Ointment
Cadrol,Bisoprolol Fumarate,medex,1.0,,Tablet
Caf-N,Paracetamol + Caffeine,medex,1.0,,Tablet
Caface,Paracetamol + Caffeine,medex,1.0,,Tablet
Cafceta,Paracetamol + Caffeine,medex,1.0,,Tablet
Cafecool Plus,Paracetamol + Caffeine,medex,1.0,,Tablet
Cafedon,Paracetamol + Caffeine,medex,1.0,,Tablet
Cafeta,Paracetamol + Caffeine,medex,1.0,,Tablet
Caffo,Paracetamol + Caffeine,medex,1.0,,Tablet
Caftadin,Alcaftadine,medex,1.0,,Ophthalmic Solution
Caftalast,Alcaftadine,medex,1.0,,Ophthalmic Solution
Caftyl,Paracetamol + Caffeine,medex,1.0,,Tablet
Caid,Aspirin,medex,1.0,,Tablet (Enteric Coated)
Cal,Calcium Carbonate,medex,1.0,,Tablet
Cal D,Conventional Calcium + Vitamin D3,medex,1.0,,Tablet
Cal D Plus,Calcium + Vitamin D3 + Multimineral,medex,1.0,,Tablet
Cal Lactate,Calcium Lactate,medex,1.0,,Tablet
Cal X,Sucralose,medex,1.0,,Oral Powder
Cal-aid,Calcium Carbonate,medex,1.0,,Tablet
Cal-D Zen,Conventional Calcium + Vitamin D3,medex,1.0,,Tablet
Cal. Gluconate,Calcium Gluconate,medex,1.0,,IM/IV Injection
Calac,Calcium Lactate,medex,1.0,,Tablet
Calamilon,Calamine + Zinc Oxide + Glycerine,medex,1.0,,Lotion
Calamin M,Calamine + Zinc Oxide + Glycerine,medex,1.0,,Lotion
Calamine,Calamine + Zinc Oxide + Glycerine,medex,1.0,,Lotion
Calate,Calcium Lactate,medex,1.0,,Tablet
Calbeta,Amlodipine Besilate + Atenolol,medex,1.0,,Tablet
Calbo,Calcium Carbonate,medex,1.0,,Tablet
Calbo Forte,Calcium Lactate Gluconate + Calcium Carbonate + Vitamin C + Vitamin D3,medex,1.0,,Effervescent Tablet
Calbo Jr,Calcium Carbonate,medex,1.0,,Chewable Tablet
Calbo-C,Calcium Lactate Gluconate + Calcium Carbonate + Vitamin C,medex,1.0,,Effervescent Tablet
Calbo-D,Conventional Calcium + Vitamin D3,medex,1.0,,Tablet
Calbo-D Vita,Calcium Lactate Gluconate + Calcium Carbonate + Vitamin D3,medex,1.0,,Effervescent Tablet
Calbon D,Conventional Calcium + Vitamin D3,medex,1.0,,Tablet
Calboplex,Calcium + Vitamin D3 + Multimineral,medex,1.0,,Tablet
Calboral-D,Coral Calcium + Vitamin D3,medex,1.0,,Tablet
Calboral-DX,Coral Calcium + Vitamin D3,medex,1.0,,Tablet
Calbostar,Calcium Orotate,medex,1.0,,Tablet
Calbotol,Calcium Citrate + Calcitriol,medex,1.0,,Tablet
Calcefer,Calcium Lactate Gluconate + Calcium Carbonate + Vitamin C,medex,1.0,,Effervescent Tablet
Calcent,Acalabrutinib,medex,1.0,,Capsule
Calchek,Amlodipine Besilate,medex,1.0,,Tablet
Calchek Plus,Amlodipine Besilate + Atenolol,medex,1.0,,Tablet
Calci,Calcium Pantothenate,medex,1.0,,Injection
Calci-D,Calcium Carbonate,medex,1.0,,Tablet
Calci-D Plus,Conventional Calcium + Vitamin D3,medex,1.0,,Tablet
Calcibo D,Conventional Calcium + Vitamin D3,medex,1.0,,Tablet
Calcibost-D,Conventional Calcium + Vitamin D3,medex,1.0,,Tablet
Calcical-D,Conventional Calcium + Vitamin D3,medex,1.0,,Tablet
Calcicar,Calcium Carbonate,medex,1.0,,Tablet
Calcid,Calcium Carbonate,medex,1.0,,Chewable Tablet
Calciferol,Cholecalciferol [Vitamin D3],medex,1.0,,Injectable Solution (Oral & IM)
Calcifil D,Conventional Calcium + Vitamin D3,medex,1.0,,Tablet
Calcigro D Plus,Calcium + Vitamin D3 + Multimineral,medex,1.0,,Tablet
Calcin,Calcium Carbonate,medex,1.0,,Tablet
Calcin-D,Conventional Calcium + Vitamin D3,medex,1.0,,Tablet
Calcin-DX,Conventional Calcium + Vitamin D3,medex,1.0,,Tablet
Calcin-M,Calcium + Vitamin D3 + Multimineral,medex,1.0,,Tablet
Calcin-O,Calcium Orotate,medex,1.0,,Tablet
Calcin-O DS,Calcium Orotate,medex,1.0,,Tablet
Calcin-O Kit,Ibandronic Acid & Calcium Orotate,medex,1.0,,Tablet
Calcirol,Cholecalciferol [Vitamin D3],medex,1.0,,Injectable Solution (Oral & IM)
Calcitate,Calcium Lactate,medex,1.0,,Tablet
Calciton,Calcium Carbonate,medex,1.0,,Tablet
Calcitonin,Salmon Calcitonin,medex,1.0,,Injection
Calcitrol,Calcitriol,medex,1.0,,Capsule
Calcium A & D,Conventional Calcium + Vitamin D3,medex,1.0,,Tablet
Calcium Ambee,Calcium Gluconate,medex,1.0,,IM/IV Injection
Calcium D,Conventional Calcium + Vitamin D3,medex,1.0,,Tablet
Calcium DS,Calcium Carbonate,medex,1.0,,Tablet
Calcium Vitamin C & D,Calcium Lactate Gluconate + Calcium Carbonate + Vitamin C + Vitamin D3,medex,1.0,,Effervescent Tablet
Calcium-A,Calcium Carbonate,medex,1.0,,Tablet
Calcium-Jayson,Calcium Gluconate,medex,1.0,,IM/IV Injection
Calcixen,Coral Calcium + Vitamin D3,medex,1.0,,Tablet
Calcixen Max,Coral Calcium + Vitamin D3,medex,1.0,,Tablet
Calcizen,Calcium Lactate,medex,1.0,,Tablet
Calcizen DS,Calcium Carbonate,medex,1.0,,Tablet
Calcor-D,Coral Calcium + Vitamin D3,medex,1.0,,Tablet
Calcor-DX,Coral Calcium + Vitamin D3,medex,1.0,,Tablet
Caldibon-D,Conventional Calcium + Vitamin D3,medex,1.0,,Tablet
Caldical,Calcium Carbonate,medex,1.0,,Tablet
Caldical-D,Conventional Calcium + Vitamin D3,medex,1.0,,Tablet
Caldil,Calcium Carbonate,medex,1.0,,Tablet
Caldil-OT,Calcium Orotate,medex,1.0,,Tablet
Caldil-Plus,Conventional Calcium + Vitamin D3,medex,1.0,,Tablet
Caldolin,Conventional Calcium + Vitamin D3,medex,1.0,,Tablet
Caletal,Calcium Carbonate,medex,1.0,,Tablet
Caletal-D,Conventional Calcium + Vitamin D3,medex,1.0,,Tablet
Calex-D,Conventional Calcium + Vitamin D3,medex,1.0,,Tablet
Calfast DX,Conventional Calcium + Vitamin D3,medex,1.0,,Tablet
Calfeed,Calcium Carbonate,medex,1.0,,Tablet
Calfeed-D,Conventional Calcium + Vitamin D3,medex,1.0,,Tablet
Calfix C,Calcium Lactate Gluconate + Calcium Carbonate + Vitamin C,medex,1.0,,Effervescent Tablet
Calfix C Plus,Calcium Lactate Gluconate + Calcium Carbonate + Vitamin C + Vitamin D3,medex,1.0,,Effervescent Tablet
Calfix Plus EF,Calcium + Vitamin D3 + Multimineral,medex,1.0,,Effervescent Tablet
Calfix-D,Conventional Calcium + Vitamin D3,medex,1.0,,Tablet
Calfix-Dx,Conventional Calcium + Vitamin D3,medex,1.0,,Tablet
Calfor,Calcium Carbonate,medex,1.0,,Tablet
Calfor-D,Conventional Calcium + Vitamin D3,medex,1.0,,Tablet
Calgi-D,Algae Calcium + Vitamin D3,medex,1.0,,Tablet
Calgi-DX,Algae Calcium + Vitamin D3,medex,1.0,,Tablet
Calium,Calcium Carbonate,medex,1.0,,Tablet
Calium Plus,Conventional Calcium + Vitamin D3,medex,1.0,,Tablet
Calm,Clobazam,medex,1.0,,Tablet
Calmax,Calcium Carbonate,medex,1.0,,Tablet
Calmax-D,Conventional Calcium + Vitamin D3,medex,1.0,,Tablet
Calmet,Calcium Carbonate,medex,1.0,,Tablet
Calmet-D,Conventional Calcium + Vitamin D3,medex,1.0,,Tablet
Calmi,Calcium Carbonate,medex,1.0,,Tablet
Calmi-D,Conventional Calcium + Vitamin D3,medex,1.0,,Tablet
Calmi-M,Calcium + Vitamin D3 + Multimineral,medex,1.0,,Tablet
Calnor,Amlodipine Besilate + Olmesartan Medoxomil,medex,1.0,,Tablet
Calock,Amlodipine Besilate,medex,1.0,,Tablet
Calock Plus,Amlodipine Besilate + Atenolol,medex,1.0,,Tablet
Calofast,Calcium Orotate,medex,1.0,,Tablet
Calonil,Sucralose,medex,1.0,,Tablet
Caloplax,Prucalopride Succinate,medex,1.0,,Tablet
Caloprid,Prucalopride Succinate,medex,1.0,,Tablet
Calorate,Calcium Orotate,medex,1.0,,Tablet
Calorate Kit,Ibandronic Acid & Calcium Orotate,medex,1.0,,Tablet
Caloren,Calcitriol,medex,1.0,,IV Injection
Calos,Calcium Carbonate,medex,1.0,,Tablet
Calos-D,Conventional Calcium + Vitamin D3,medex,1.0,,Tablet
Calpin,Amlodipine Besilate,medex,1.0,,Tablet
Calpin Plus,Amlodipine Besilate + Atenolol,medex,1.0,,Tablet
Calpo-D,Conventional Calcium + Vitamin D3,medex,1.0,,Tablet
Calpo-O,Calcium Orotate,medex,1.0,,Tablet
Calpress,Amlodipine Besilate,medex,1.0,,Tablet
Calreef-D,Coral Calcium + Vitamin D3,medex,1.0,,Tablet
Calreef-DX,Coral Calcium + Vitamin D3,medex,1.0,,Tablet
Calsart,Amlodipine Besilate + Olmesartan Medoxomil,medex,1.0,,Tablet
Calsil,Calcium Carbonate,medex,1.0,,Tablet
Calsil M,Calcium + Vitamin D3 + Multimineral,medex,1.0,,Tablet
Calsil Plus,Conventional Calcium + Vitamin D3,medex,1.0,,Tablet
Calson,Calcium Lactate,medex,1.0,,Tablet
Calsto,Calcium Carbonate,medex,1.0,,Tablet
Calsto D,Conventional Calcium + Vitamin D3,medex,1.0,,Tablet
Caltab,Calcium Lactate,medex,1.0,,Tablet
Caltate,Calcium Lactate,medex,1.0,,Tablet
Caltonic,Calcium Carbonate,medex,1.0,,Tablet
Caltonic-D,Conventional Calcium + Vitamin D3,medex,1.0,,Tablet
Caltrol,Calcitriol,medex,1.0,,IV Injection
Calumide,Bicalutamide,medex,1.0,,Tablet
Calupros,Bicalutamide,medex,1.0,,Tablet
Calvasc,Amlodipine Besilate,medex,1.0,,Tablet
Calvimax D,Conventional Calcium + Vitamin D3,medex,1.0,,Tablet
Calvimax Plus,Calcium + Vitamin D3 + Multimineral,medex,1.0,,Tablet
Camiton,Vinpocetine,medex,1.0,,Tablet
Camlodin,Amlodipine Besilate,medex,1.0,,Tablet
Camlodin Plus,Amlodipine Besilate + Atenolol,medex,1.0,,Tablet
Camlopril,Amlodipine Besilate + Benazepril Hydrochloride,medex,1.0,,Capsule
Camlor,Lornoxicam,medex,1.0,,Tablet
Camlosart,Amlodipine Besilate + Olmesartan Medoxomil,medex,1.0,,Tablet
Camlotel,Amlodipine Besilate + Telmisartan,medex,1.0,,Tablet
Camphor Plus,Methyl Salicylate + Menthol + Camphor,medex,1.0,,Cream
Campto,Irinotecan Hydrochloride,medex,1.0,,IV Infusion
Camzoy,Mavacamten,medex,1.0,,Capsule
Canaglif,Canagliflozin Hemihydrate,medex,1.0,,Tablet
Canalia,Dexlansoprazole,medex,1.0,,Capsule (Enteric Coated)
Canarol,Canagliflozin Hemihydrate,medex,1.0,,Tablet
Canasa,Mesalazine [5-aminosalicylic acid],medex,1.0,,Tablet (Delayed Release)
Candela,Ciclopirox Olamine (Shampoo),medex,1.0,,Shampoo
Candex,Nystatin,medex,1.0,,Oral Suspension
Candibac,Beclomethasone Dipropionate + Chloramphenicol + Clotrimazole + Lidocaine,medex,1.0,,Ear Drop
Candicon,Voriconazole,medex,1.0,,Tablet
Candid,Fluconazole,medex,1.0,,Tablet
Candifast,Itraconazole,medex,1.0,,Capsule
Candifast SB,Itraconazole,medex,1.0,,Capsule
Candiflox,Ofloxacin + Clotrimazole + Beclomethasone + Lidocaine,medex,1.0,,Ear Drop
Candiflu,Fluconazole,medex,1.0,,Capsule
Candifun,Fluconazole,medex,1.0,,Capsule
Candirox,Ciclopirox Olamine (Cream),medex,1.0,,Cream
Candisore,Miconazole Nitrate,medex,1.0,,Oral Gel
Candistin,Ofloxacin + Clotrimazole + Beclomethasone + Lidocaine,medex,1.0,,Ear Drop
Canditra SB,Itraconazole,medex,1.0,,Capsule
Candiver,Fluconazole,medex,1.0,,Capsule
Candizol,Fluconazole,medex,1.0,,Capsule
Candoral,Miconazole Nitrate,medex,1.0,,Oral Gel
Canider,Lercanidipine Hydrochloride,medex,1.0,,Tablet
Canstat,Nystatin,medex,1.0,,Oral Suspension
Canten,Clotrimazole (Topical),medex,1.0,,Cream
Cantina,Clotrimazole (Topical),medex,1.0,,Cream
Cantrim,Clotrimazole (Topical),medex,1.0,,Cream
Canvo,Voriconazole,medex,1.0,,Tablet
Caparen,Capecitabine,medex,1.0,,Tablet
Capazi,Vericiguat,medex,1.0,,Tablet
Capcitab,Capecitabine,medex,1.0,,Tablet
Capdol,Paracetamol + Caffeine,medex,1.0,,Tablet
Capecitin,Capecitabine,medex,1.0,,Tablet
Caphaler,Inhaler device,medex,1.0,,Metered-Dose Inhaler (MDI)
Capitis,Flunarizine,medex,1.0,,Tablet
Capixet,Capecitabine,medex,1.0,,Tablet
Capmaxen,Capmatinib Hydrochloride,medex,1.0,,Tablet
Capotril,Captopril,medex,1.0,,Tablet
Caprogen,Hydroxyprogesterone Caproate,medex,1.0,,IM Injection
Caprogen DS,Hydroxyprogesterone Caproate,medex,1.0,,IM Injection
Caprolex,Aminocaproic acid,medex,1.0,,Injection
Caprolycin,Aminocaproic acid,medex,1.0,,Injection
Capsidox,Doxycycline Hydrochloride,medex,1.0,,Capsule
Captabine,Capecitabine,medex,1.0,,Tablet
Captiva,Ciprofloxacin,medex,1.0,,Tablet
CarbaBac,Meropenem Trihydrate,medex,1.0,,IV Injection or Infusion
Carbanem,Meropenem Trihydrate,medex,1.0,,IV Injection or Infusion
Carbate,Carbetocin,medex,1.0,,IV Injection
Carbazin,Carbamazepine,medex,1.0,,Tablet
Carben,Calcium Carbonate,medex,1.0,,Tablet
Carben C,Calcium Lactate Gluconate + Calcium Carbonate + Vitamin C,medex,1.0,,Effervescent Tablet
Carben D,Conventional Calcium + Vitamin D3,medex,1.0,,Tablet
Carben DS,Conventional Calcium + Vitamin D3,medex,1.0,,Tablet
Carben O,Calcium Orotate,medex,1.0,,Tablet
Carbeshot,Carbetocin,medex,1.0,,IV Injection
Carbestop,Carboprost Tromethamine,medex,1.0,,Injection
Carbiroid,Carbimazole,medex,1.0,,Tablet
Carbium,Iron + Folic Acid + Vitamin B Complex + Vitamine C + Zinc Sulfate,medex,1.0,,Capsule
Carbizol,Carbimazole,medex,1.0,,Tablet
Carbocal,Calcium Carbonate,medex,1.0,,Tablet
Carbocal-D,Conventional Calcium + Vitamin D3,medex,1.0,,Tablet
Carbocal-M,Calcium + Vitamin D3 + Multimineral,medex,1.0,,Tablet
Carbofer,Ferric Carboxymaltose,medex,1.0,,IV Injection or Infusion
Carbogel,Carboxymethylcellulose Sodium,medex,1.0,,Ophthalmic Solution
Carbolin,Carbocisteine,medex,1.0,,Capsule
Carbolin DS,Carbocisteine,medex,1.0,,Syrup
Carbomet,Carbonyl Iron + Folic Acid + Zinc Sulfate + Vitamin B Complex + Vitamin C,medex,1.0,,Capsule
Carboplat,Carboplatin,medex,1.0,,IV Infusion
Carboplatin,Carboplatin,medex,1.0,,IV Infusion
Carboplatin  Sindan,Carboplatin,medex,1.0,,IV Infusion
Carboplatin Hexal,Carboplatin,medex,1.0,,IV Infusion
Carboplatin PhaRes,Carboplatin,medex,1.0,,IV Infusion
Carboten DS,Carbocisteine,medex,1.0,,Syrup
Carbotin,Carboplatin,medex,1.0,,IV Infusion
Carbotor,Carboplatin,medex,1.0,,IV Infusion
Carceva,Clopidogrel Bisulphate,medex,1.0,,Tablet
