label,generic_name,source,confidence,drug_class,common_form
Carceva Plus,Clopidogrel + Aspirin,medex,1.0,,Tablet
Cardex,Carvedilol,medex,1.0,,Tablet
CardiAmlo,Bisoprolol Fumarate + Amlodipine Besilate,medex,1.0,,Tablet
Cardiben-D,Conventional Calcium + Vitamin D3,medex,1.0,,Tablet
Cardicam,Bisoprolol Fumarate,medex,1.0,,Tablet
Cardicil,Cilnidipine,medex,1.0,,Tablet
Cardicor,Bisoprolol Fumarate,medex,1.0,,Tablet
Cardicor Plus,Bisoprolol Fumarate + Hydrochlorothiazide,medex,1.0,,Tablet
Cardifort,Amlodipine Besilate,medex,1.0,,Tablet
Cardifort Plus,Amlodipine Besilate + Atenolol,medex,1.0,,Tablet
Cardil,Diltiazem Hydrochloride,medex,1.0,,Tablet
Cardilock,Atenolol,medex,1.0,,Tablet
Cardimet MR,Trimetazidine Dihydrochloride,medex,1.0,,Tablet (Modified Release)
Cardinex,Enoxaparin Sodium,medex,1.0,,SC Injection
Cardinor,Bisoprolol Fumarate,medex,1.0,,Tablet
Cardinor Plus,Bisoprolol Fumarate + Hydrochlorothiazide,medex,1.0,,Tablet
Cardipin,Amlodipine Besilate,medex,1.0,,Tablet
Cardipin Plus,Amlodipine Besilate + Atenolol,medex,1.0,,Tablet
Cardiron,Amiodarone Hydrochloride,medex,1.0,,Tablet
Cardisan,Losartan Potassium,medex,1.0,,Tablet
Cardisan Plus,Losartan Potassium + Hydrochlorothiazide,medex,1.0,,Tablet
Cardisef,Atenolol,medex,1.0,,Tablet
Cardival,Valsartan,medex,1.0,,Tablet
Cardival Plus,Valsartan + Hydrochlorothiazide,medex,1.0,,Tablet
Cardivas,Carvedilol,medex,1.0,,Tablet
Cardiver,Vericiguat,medex,1.0,,Tablet
Cardivit,Vitamin C + Vitamin D3 + Folic acid,medex,1.0,,Tablet
Cardizem,Diltiazem Hydrochloride,medex,1.0,,Tablet
Cardizem SR,Diltiazem Hydrochloride,medex,1.0,,Tablet (Sustained Release)
Cardobis,Bisoprolol Fumarate,medex,1.0,,Tablet
Cardobis M,Bisoprolol Fumarate + Amlodipine Besilate,medex,1.0,,Tablet
Cardobis Plus,Bisoprolol Fumarate + Hydrochlorothiazide,medex,1.0,,Tablet
Cardocal,Cilnidipine,medex,1.0,,Tablet
Cardofix,Bisoprolol Fumarate + Amlodipine Besilate,medex,1.0,,Tablet
Cardolab,Amlodipine Besilate,medex,1.0,,Tablet
Cardon,Losartan Potassium,medex,1.0,,Tablet
Cardoneb,Nebivolol Hydrochloride,medex,1.0,,Tablet
Cardopa,Dopamine Hydrochloride,medex,1.0,,IV Injection
CardoPlus,Losartan Potassium + Hydrochlorothiazide,medex,1.0,,Tablet
Cardopril,Captopril,medex,1.0,,Tablet
Cardoprin,Aspirin,medex,1.0,,Tablet (Enteric Coated)
Cardosia Plus,Amlodipine Besilate + Atenolol,medex,1.0,,Tablet
Cardotel,Amlodipine Besilate + Telmisartan,medex,1.0,,Tablet
Cardovan,Valsartan,medex,1.0,,Tablet
Cardovan Plus,Valsartan + Hydrochlorothiazide,medex,1.0,,Tablet
Cardual,Amlodipine Besilate + Atorvastatin,medex,1.0,,Tablet
Care,Beta carotene + Vitamin C + Vitamin E,medex,1.0,,Tablet
Care-on,Ethanol + Isopropyl alcohol,medex,1.0,,Hand Rub
Carepain,Aceclofenac,medex,1.0,,Tablet
CareSens N,Blood glucose monitoring device,medex,1.0,,Glucometer
Carfilez,Carfilzomib,medex,1.0,,Powder for Injection
Caridol,Carisoprodol,medex,1.0,,Tablet
Carilax,Carisoprodol,medex,1.0,,Tablet
Caripran,Cariprazine,medex,1.0,,Capsule
Cariso,Carisoprodol,medex,1.0,,Tablet
Carlev,Levodopa + Carbidopa,medex,1.0,,Tablet
Carlev CR,Carbidopa + Levodopa (Prolonged release),medex,1.0,,Tablet (Controlled Release)
Carlina,Linagliptin,medex,1.0,,Tablet
Carlina-M,Linagliptin + Metformin Hydrochloride,medex,1.0,,Tablet
Carlomed,Calcium Orotate,medex,1.0,,Tablet
Carlos,Losartan Potassium,medex,1.0,,Tablet
Carmapine,Carbamazepine,medex,1.0,,Tablet
Carmapine CR,Carbamazepine,medex,1.0,,Tablet (Controlled Release)
Carmaz,Carbamazepine,medex,1.0,,Tablet
Carmelus,Carboxymethylcellulose Sodium,medex,1.0,,Ophthalmic Solution
Carmelus-G,Carboxymethylcellulose Sodium + Glycerin,medex,1.0,,Ophthalmic Solution
Carmelus-H,Carboxymethylcellulose Sodium + Hypromellose,medex,1.0,,Ophthalmic Gel
Carmin,Mavacamten,medex,1.0,,Capsule
Carmo D,Conventional Calcium + Vitamin D3,medex,1.0,,Tablet
Carmustine,Carmustine,medex,1.0,,IV Infusion
Carnitab,Levocarnitine,medex,1.0,,Oral Solution
Carniten,Levocarnitine,medex,1.0,,Tablet
Carnovas,Nebivolol Hydrochloride,medex,1.0,,Tablet
Carnovas HZ,Nebivolol + Hydrochlorothiazide,medex,1.0,,Tablet
Carol-D,Coral Calcium + Vitamin D3,medex,1.0,,Tablet
Carplatin,Carboplatin,medex,1.0,,IV Infusion
Carsec,Atenolol,medex,1.0,,Tablet
Cartibon,Glucosamine Sulfate + Diacerein,medex,1.0,,Tablet
Carticare,Glucosamine Sulfate + Chondroitin,medex,1.0,,Tablet
Carticare Max,Glucosamine Sulfate + Diacerein,medex,1.0,,Tablet
Carticare TS,Glucosamine Sulfate + Chondroitin,medex,1.0,,Tablet
Carticel Plus,Glucosamine Sulfate + Chondroitin,medex,1.0,,Tablet
Carticel TS,Glucosamine Sulfate + Chondroitin,medex,1.0,,Tablet
Cartidin,Glucosamine Sulfate + Diacerein,medex,1.0,,Tablet
Cartifit,Glucosamine Sulfate + Chondroitin,medex,1.0,,Tablet
Cartigen,Glucosamine Sulfate + Chondroitin,medex,1.0,,Tablet
Cartil,Glucosamine Sulfate + Chondroitin,medex,1.0,,Tablet
Cartilage Max,Glucosamine Sulfate + Diacerein,medex,1.0,,Tablet
Cartilage Plus,Glucosamine Sulfate + Chondroitin,medex,1.0,,Tablet
Cartilex,Glucosamine Sulfate + Chondroitin,medex,1.0,,Tablet
Cartilex D,Glucosamine Sulfate + Diacerein,medex,1.0,,Tablet
Cartilex Plus,Glucosamine Sulfate + Chondroitin,medex,1.0,,Tablet
Cartimax,Glucosamine Sulfate + Chondroitin,medex,1.0,,Tablet
Cartine,Levocarnitine,medex,1.0,,Oral Solution
Cartiplus,Glucosamine Sulfate + Diacerein,medex,1.0,,Tablet
Carva,Aspirin,medex,1.0,,Tablet (Enteric Coated)
Carved,Carvedilol,medex,1.0,,Tablet
Carvetab,Carvedilol,medex,1.0,,Tablet
Carvista,Carvedilol,medex,1.0,,Tablet
Caryon,Dydrogesterone,medex,1.0,,Tablet
Casalt,Calcium Carbonate,medex,1.0,,Tablet
Casalt-D,Conventional Calcium + Vitamin D3,medex,1.0,,Tablet
CASIO Sigma (YK-BPA2),BP monitoring device,medex,1.0,,BP Monitor Device
Casodex,Bicalutamide,medex,1.0,,Tablet
Caspa,Voriconazole,medex,1.0,,Tablet
Caspogin,Caspofungin Acetate,medex,1.0,,IV Infusion
Castin,Carbocisteine,medex,1.0,,Syrup
Castin DS,Carbocisteine,medex,1.0,,Syrup
Casyn,Aceclofenac,medex,1.0,,Tablet
Catafix,Adenosine + Cytochrome-C + Sodium Succinate + Nicotinamide,medex,1.0,,Ophthalmic Solution
Catalan,Bromfenac Sodium,medex,1.0,,Ophthalmic Solution
Catavit,Adenosine + Cytochrome-C + Sodium Succinate + Nicotinamide,medex,1.0,,Ophthalmic Solution
Caterol,Indacaterol Maleate,medex,1.0,,Dry Powder Inhalation Capsule (DPI)
Catium,Indacaterol + Glycopyrronium,medex,1.0,,Dry Powder Inhalation Capsule (DPI)
Catium ES,Indacaterol + Glycopyrronium,medex,1.0,,Dry Powder Inhalation Capsule (DPI)
Catium Trio,Indacaterol + Glycopyrronium + Mometasone Furoate,medex,1.0,,Dry Powder Inhalation Capsule (DPI)
Catnil,Adenosine + Cytochrome-C + Sodium Succinate + Nicotinamide,medex,1.0,,Ophthalmic Solution
Catopil,Captopril,medex,1.0,,Tablet
Catrix,Adenosine + Cytochrome-C + Sodium Succinate + Nicotinamide,medex,1.0,,Ophthalmic Solution
Cavapro,Irbesartan,medex,1.0,,Tablet
Cavazide,Irbesartan + Hydrochlorothiazide,medex,1.0,,Tablet
Cavelon,Carvedilol,medex,1.0,,Tablet
Cavic-C,Calcium Lactate Gluconate + Calcium Carbonate + Vitamin C,medex,1.0,,Effervescent Tablet
Cavic-C Plus,Calcium Lactate Gluconate + Calcium Carbonate + Vitamin C + Vitamin D3,medex,1.0,,Effervescent Tablet
Cavinton,Vinpocetine,medex,1.0,,Injection
Cavir,Entecavir Monohydrate,medex,1.0,,Tablet
Caviral,Entecavir Monohydrate,medex,1.0,,Tablet
Cavitab,Vinpocetine,medex,1.0,,Tablet
Caviton,Vinpocetine,medex,1.0,,Injection
Cazar,Cabozantinib,medex,1.0,,Capsule
Cazar FCT,Cabozantinib,medex,1.0,,Tablet
Cazep,Carbamazepine,medex,1.0,,Oral Suspension
Cazep CR,Carbamazepine,medex,1.0,,Tablet (Controlled Release)
CCB,Amlodipine Besilate,medex,1.0,,Tablet
Cdens,Calcium Orotate,medex,1.0,,Tablet
CE Infusor LV,Infusion set & surgical device,medex,1.0,,IV Infusion
CEB,Beta carotene + Vitamin C + Vitamin E,medex,1.0,,Tablet
Cebeta,Beta carotene + Vitamin C + Vitamin E,medex,1.0,,Tablet
Cebex,Cefixime Trihydrate,medex,1.0,,Capsule
Cebumax,Ceftibuten Dihydrate,medex,1.0,,Capsule
Cebuten,Ceftibuten Dihydrate,medex,1.0,,Capsule
Ceclav,Cefuroxime Axetil + Clavulanic Acid,medex,1.0,,Tablet
Ceclofen,Aceclofenac,medex,1.0,,Tablet
Ceclonac,Aceclofenac,medex,1.0,,Tablet
Cecon,Vitamin C [Ascorbic acid],medex,1.0,,Chewable Tablet
Ceconac,Aceclofenac,medex,1.0,,Tablet
Cednir,Cefdinir,medex,1.0,,Capsule
Cednir DS,Cefdinir,medex,1.0,,Powder for Suspension
Cedol,Metronidazole,medex,1.0,,Tablet
Cedril,Cefadroxil Monohydrate,medex,1.0,,Capsule
CEE,Vitamin C [Ascorbic acid],medex,1.0,,Effervescent Tablet
Ceegram,Vitamin C [Ascorbic acid],medex,1.0,,Effervescent Tablet
Ceemet,Vitamin C [Ascorbic acid],medex,1.0,,Chewable Tablet
Ceeta,Vitamin C [Ascorbic acid],medex,1.0,,Chewable Tablet
Ceevit,Vitamin C [Ascorbic acid],medex,1.0,,Chewable Tablet
Ceevit DS,Vitamin C [Ascorbic acid],medex,1.0,,Chewable Tablet
Ceevit Forte,Vitamin C [Ascorbic acid],medex,1.0,,Effervescent Tablet
Cef-3,Cefixime Trihydrate,medex,1.0,,Capsule
Cef-3 DS,Cefixime Trihydrate,medex,1.0,,Capsule
Cef-3 Forte,Cefixime Trihydrate,medex,1.0,,Powder for Suspension
Cef-3 Max,Cefixime Trihydrate,medex,1.0,,Pediatric Drops
Cef-Plus,Cefixime Trihydrate,medex,1.0,,Capsule
Cefa-4,Cefepime Hydrochloride,medex,1.0,,IM/IV Injection
Cefaclav,Cefuroxime Axetil + Clavulanic Acid,medex,1.0,,Powder for Suspension
Cefadin,Cephradine,medex,1.0,,Capsule
Cefador,Cefadroxil Monohydrate,medex,1.0,,Capsule
Cefadyl,Cefixime Trihydrate,medex,1.0,,Capsule
Cefadyl DS,Cefixime Trihydrate,medex,1.0,,Powder for Suspension
Cefaking,Cefoperazone Sodium,medex,1.0,,IM/IV Injection
Cefalex,Cephalexin,medex,1.0,,Capsule
Cefalin,Cefazolin Sodium,medex,1.0,,IM/IV Injection
Cefamax,Ceftibuten Dihydrate,medex,1.0,,Capsule
Cefamax DS,Ceftibuten Dihydrate,medex,1.0,,Powder for Suspension
Cefamil-5,Ceftaroline Fosamil,medex,1.0,,IV Infusion
Cefasia,Cephradine,medex,1.0,,Capsule
Cefasia DS,Cephradine,medex,1.0,,Powder for Suspension
Cefaten,Ceftibuten Dihydrate,medex,1.0,,Powder for Suspension
Cefaz,Ceftriaxone Sodium,medex,1.0,,IV Injection
Cefazid,Ceftazidime Pentahydrate,medex,1.0,,IM/IV Injection
Cefazol,Cefazolin Sodium,medex,1.0,,IM/IV Injection
Cefazoline Panpharma,Cefazolin Sodium,medex,1.0,,IM/IV Injection
Cefazone,Cefoperazone Sodium,medex,1.0,,IM/IV Injection
Cefcare,Cefadroxil Monohydrate,medex,1.0,,Powder for Suspension
Cefdiren,Cefditoren,medex,1.0,,Tablet
Cefditor,Cefditoren,medex,1.0,,Tablet
Cefdox,Cefpodoxime Proxetil,medex,1.0,,Powder for Suspension
Cefdox DS,Cefpodoxime Proxetil,medex,1.0,,Powder for Suspension
Ceferon,Cefixime Trihydrate,medex,1.0,,Capsule
Cefesta,Cefixime Trihydrate,medex,1.0,,Capsule
Cefexta,Cefdinir,medex,1.0,,Capsule
Ceficap,Cefixime Trihydrate,medex,1.0,,Capsule
Cefida,Cefdinir,medex,1.0,,Capsule
Cefiget,Cefixime Trihydrate,medex,1.0,,Capsule
Cefim-3,Cefixime Trihydrate,medex,1.0,,Pediatric Drops
Cefim-3 DS,Cefixime Trihydrate,medex,1.0,,Capsule
Cefimax,Cefixime Trihydrate,medex,1.0,,Powder for Suspension
Cefinaaf,Cefixime Trihydrate,medex,1.0,,Powder for Suspension
Cefipod,Cefpodoxime Proxetil,medex,1.0,,Powder for Suspension
Cefipod DS,Cefpodoxime Proxetil,medex,1.0,,Powder for Suspension
Cefivic,Cefixime Trihydrate,medex,1.0,,Powder for Suspension
Cefivic DS,Cefixime Trihydrate,medex,1.0,,Powder for Suspension
Cefiwell,Cefixime Trihydrate,medex,1.0,,Capsule
Cefix,Cefixime Trihydrate,medex,1.0,,Capsule
Cefix DS,Cefixime Trihydrate,medex,1.0,,Powder for Suspension
Cefixic,Cefixime Trihydrate,medex,1.0,,Capsule
Cefixim,Cefixime Trihydrate,medex,1.0,,Capsule
Cefixim DS,Cefixime Trihydrate,medex,1.0,,Powder for Suspension
Cefixime-A,Cefixime Trihydrate,medex,1.0,,Capsule
Cefixon,Ceftriaxone Sodium,medex,1.0,,IV Injection
Ceflin,Cephradine,medex,1.0,,Capsule
Ceflon,Cefaclor Monohydrate,medex,1.0,,Powder for Suspension
Cefmix,Cefixime Trihydrate,medex,1.0,,Capsule
Cefobac,Cefuroxime Axetil,medex,1.0,,Tablet
Cefobid,Cefpodoxime Proxetil,medex,1.0,,Capsule
Cefocef,Cefixime Trihydrate,medex,1.0,,Capsule
Cefocef DS,Cefixime Trihydrate,medex,1.0,,Capsule
Cefodim,Cefpodoxime Proxetil,medex,1.0,,Powder for Suspension
Cefodox,Cefpodoxime Proxetil,medex,1.0,,Capsule
Cefoject,Cefoperazone Sodium,medex,1.0,,IM/IV Injection
Cefokid,Cefpodoxime Proxetil,medex,1.0,,Powder for Suspension
Cefokid DS,Cefpodoxime Proxetil,medex,1.0,,Powder for Suspension
Cefomin,Cefpodoxime Proxetil,medex,1.0,,Powder for Suspension
Cefone,Ceftriaxone Sodium,medex,1.0,,IV Injection
Cefopar,Cefoperazone Sodium,medex,1.0,,IM/IV Injection
Cefopen,Cefoperazone Sodium,medex,1.0,,IM/IV Injection
Cefoprox,Cefpodoxime Proxetil,medex,1.0,,Powder for Suspension
Cefoprox DS,Cefpodoxime Proxetil,medex,1.0,,Powder for Suspension
Ceforan,Cefpodoxime Proxetil,medex,1.0,,Tablet
Ceforan DS,Cefpodoxime Proxetil,medex,1.0,,Powder for Suspension
Cefot,Cefotaxime,medex,1.0,,IM/IV Injection
Cefotax,Cefotaxime,medex,1.0,,IM/IV Injection
Cefotil,Cefuroxime Axetil,medex,1.0,,Tablet
Cefotil Plus,Cefuroxime Axetil + Clavulanic Acid,medex,1.0,,Tablet
Cefotime,Cefotaxime,medex,1.0,,IM/IV Injection
Cefoxguard,Ceftriaxone Sodium,medex,1.0,,IV Injection
Cefoxil,Cefuroxime Axetil,medex,1.0,,Tablet
Cefpod,Cefpodoxime Proxetil,medex,1.0,,Tablet
Cefracef,Cephradine,medex,1.0,,Capsule
Ceframax,Cephradine,medex,1.0,,Capsule
Ceframed,Cephradine,medex,1.0,,Capsule
Cefranov,Cephradine,medex,1.0,,Capsule
Cefrasyn,Cephradine,medex,1.0,,Capsule
Cefroxil,Cefuroxime Axetil,medex,1.0,,Tablet
Cefstar,Cefuroxime Axetil,medex,1.0,,Tablet
Ceftalin,Ceftaroline Fosamil,medex,1.0,,IV Infusion
Ceftax,Cefotaxime,medex,1.0,,IM/IV Injection
Ceftazim,Ceftazidime Pentahydrate,medex,1.0,,IM/IV Injection
Ceftazim AV,Ceftazidime + Avibactam,medex,1.0,,IV Infusion
Ceftem,Cefixime Trihydrate,medex,1.0,,Capsule
Ceftem-DS,Cefixime Trihydrate,medex,1.0,,Powder for Suspension
Cefteria,Ceftibuten Dihydrate,medex,1.0,,Capsule
Ceftiben,Ceftibuten Dihydrate,medex,1.0,,Powder for Suspension
Ceftid,Cefixime Trihydrate,medex,1.0,,Tablet
Ceftid DS,Cefixime Trihydrate,medex,1.0,,Powder for Suspension
Ceftid QS,Cefixime Trihydrate,medex,1.0,,Pediatric Drops
Ceftipime,Cefepime Hydrochloride,medex,1.0,,IM/IV Injection
Ceftiten,Ceftibuten Dihydrate,medex,1.0,,Capsule
Ceftizone,Ceftriaxone Sodium,medex,1.0,,IM Injection
Ceftobac,Ceftriaxone Sodium,medex,1.0,,IV Injection
Ceftoren,Cefditoren,medex,1.0,,Tablet
Ceftoril,Ceftibuten Dihydrate,medex,1.0,,Capsule
Ceftriaid,Ceftriaxone Sodium,medex,1.0,,IM Injection
Ceftrimax,Ceftriaxone Sodium,medex,1.0,,IV Injection
Ceftrix,Ceftriaxone Sodium,medex,1.0,,IM Injection
Ceftron,Ceftriaxone Sodium,medex,1.0,,IM Injection
Cefu M,Cefuroxime Axetil,medex,1.0,,IM/IV Injection
Cefuact,Cefuroxime Axetil,medex,1.0,,Tablet
Cefunix,Cefuroxime Axetil,medex,1.0,,Tablet
Cefurav Plus,Cefuroxime Axetil + Clavulanic Acid,medex,1.0,,Tablet
Cefurim,Cefuroxime Axetil,medex,1.0,,Tablet
Cefurim CV,Cefuroxime Axetil + Clavulanic Acid,medex,1.0,,Powder for Suspension
Cefurino,Cefuroxime Axetil,medex,1.0,,Tablet
Cefurino Plus,Cefuroxime Axetil + Clavulanic Acid,medex,1.0,,Powder for Suspension
Cefuroxime Plus,Cefuroxime Axetil + Clavulanic Acid,medex,1.0,,Tablet
Cefusil,Cefuroxime Axetil,medex,1.0,,Tablet
Cefusil CV,Cefuroxime Axetil + Clavulanic Acid,medex,1.0,,Tablet
Cefuson,Cefuroxime Axetil,medex,1.0,,Tablet
Cefuson Plus,Cefuroxime Axetil + Clavulanic Acid,medex,1.0,,Tablet
Cefuxet,Cefuroxime Axetil,medex,1.0,,Tablet
Cefuxet Plus,Cefuroxime Axetil + Clavulanic Acid,medex,1.0,,Tablet
Cefuxim-CV,Cefuroxime Axetil + Clavulanic Acid,medex,1.0,,Tablet
Cefzon,Ceftazidime Pentahydrate,medex,1.0,,IM/IV Injection
Celbarin,Ribavirin,medex,1.0,,Capsule
Celeste,Tadalafil,medex,1.0,,Tablet
Celipress,Celiprolol Hydrochloride,medex,1.0,,Tablet
Cellcept,Mycophenolate Mofetil,medex,1.0,,Tablet
Celofen,Aceclofenac,medex,1.0,,Tablet
Celozin,Cetirizine Hydrochloride,medex,1.0,,Tablet
Celudex,Betamethasone Sodium Phosphate,medex,1.0,,Ophthalmic Solution
Celutis,Tedizolid Phosphate,medex,1.0,,Tablet
Cemaxi,Cefixime Trihydrate,medex,1.0,,Capsule
Cemix-3,Cefixime Trihydrate,medex,1.0,,Capsule
Cemoxin,Amoxicillin Trihydrate,medex,1.0,,Capsule
Cenet,Calcium Carbonate,medex,1.0,,Tablet
Cenolon,Triamcinolone Acetonide (Nasal Spray),medex,1.0,,Nasal Spray
Cenomate,Cenobamate,medex,1.0,,Tablet
Centagan,Chlorpheniramine Maleate,medex,1.0,,Syrup
Centamol,Paracetamol,medex,1.0,,Tablet
Centiva,Ciprofibrate,medex,1.0,,Tablet
Centobion,"Vitamin B1, B6 & B12",medex,1.0,,Tablet
Centokast,Montelukast Sodium,medex,1.0,,Tablet
Centomin,Metformin Hydrochloride,medex,1.0,,Tablet
Centoxin,Digoxin,medex,1.0,,Tablet
Centradol,Tapentadol Hydrochloride,medex,1.0,,Tablet
Centradol ER,Tapentadol Hydrochloride,medex,1.0,,Tablet (Extended Release)
Central Gold,Multivitamin & Multimineral [A-Z gold preparation],medex,1.0,,Tablet
Centrium Gold,Multivitamin & Multimineral [A-Z gold preparation],medex,1.0,,Tablet
Century Forte,Multivitamin & Multimineral [A-Z gold preparation],medex,1.0,,Tablet
Century Select,Multivitamin & Multimineral [A-Z silver preparation],medex,1.0,,Tablet
Ceodin,Cephradine,medex,1.0,,Powder for Suspension
Cepdoxim,Cefpodoxime Proxetil,medex,1.0,,Powder for Suspension
Cephalen,Cephalexin,medex,1.0,,Capsule
Cephalor,Cephalexin,medex,1.0,,Capsule
Cephaxin,Cephalexin,medex,1.0,,Capsule
Cephid,Cephradine,medex,1.0,,Capsule
Cephoral,Cefixime Trihydrate,medex,1.0,,Capsule
Cephoral DS,Cefixime Trihydrate,medex,1.0,,Powder for Suspension
Cephracap,Cephradine,medex,1.0,,Capsule
Cephracap DS,Cephradine,medex,1.0,,Powder for Suspension
Cephradex,Cephradine,medex,1.0,,Capsule
Cephradex DS,Cephradine,medex,1.0,,Powder for Suspension
Cephran,Cephradine,medex,1.0,,Capsule
Cephran DS,Cephradine,medex,1.0,,Powder for Suspension
Cephrasic,Cephradine,medex,1.0,,Powder for Suspension
Cepime,Cefepime Hydrochloride,medex,1.0,,IM/IV Injection
Ceporal,Cephalexin,medex,1.0,,Capsule
Cepoxid,Cefpodoxime Proxetil,medex,1.0,,Powder for Suspension
Ceprocon,Ciprofloxacin,medex,1.0,,Tablet
Ceproval,Cephradine,medex,1.0,,Capsule
Ceptiva,Ethinyl Estradiol + Desogestrel (0.03 mg),medex,1.0,,Tablet
Cerenin,Vinpocetine,medex,1.0,,Tablet
Cereton,Vinpocetine,medex,1.0,,Injection
Cerevas,Vinpocetine,medex,1.0,,Tablet
Cerinib,Ceritinib,medex,1.0,,Capsule
Ceritec,Cetirizine Hydrochloride,medex,1.0,,Tablet
Cerivin,Vinpocetine,medex,1.0,,Tablet
Cero,Ciprofloxacin (Ophthalmic),medex,1.0,,Ophthalmic Solution
Cero-HC,Ciprofloxacin + Hydrocortisone Acetate,medex,1.0,,Ophthalmic Suspension
Ceroclav,Cefuroxime Axetil + Clavulanic Acid,medex,1.0,,Powder for Suspension
Cerodex,Ciprofloxacin + Dexamethasone,medex,1.0,,Ophthalmic Solution
Cerox CV,Cefuroxime Axetil + Clavulanic Acid,medex,1.0,,Powder for Suspension
Cerox-A,Cefuroxime Axetil,medex,1.0,,Tablet
Ceroxime,Cefuroxime Axetil,medex,1.0,,Tablet
Certican,Everolimus,medex,1.0,,Tablet
Certiva,Multivitamin & Multimineral [A-Z gold preparation],medex,1.0,,Tablet
Certus,Lapatinib,medex,1.0,,Tablet
Cerzin,Cetirizine Hydrochloride,medex,1.0,,Tablet
Cesalin,Cisplatin,medex,1.0,,IV Infusion
Cesil,Cetirizine Hydrochloride,medex,1.0,,Syrup
Cesonide,Ciclesonide (Inhalation Aerosol),medex,1.0,,Metered-Dose Inhaler (MDI)
Cetacaf,Paracetamol + Caffeine,medex,1.0,,Tablet
Cetadol Plus,Paracetamol + Caffeine,medex,1.0,,Tablet
Cetal,Paracetamol,medex,1.0,,Oral Suspension
Cetal Plus,Paracetamol + Caffeine,medex,1.0,,Tablet
Cetam,Paracetamol,medex,1.0,,Oral Suspension
Cetam Plus,Paracetamol + Caffeine,medex,1.0,,Tablet
Cetamex Plus,Paracetamol + Caffeine,medex,1.0,,Tablet
Cetaxim,Cefotaxime,medex,1.0,,IM/IV Injection
Cetaxone,Ceftriaxone Sodium,medex,1.0,,IV Injection
Cetirizine,Cetirizine Hydrochloride,medex,1.0,,Tablet
Cetizin,Cetirizine Hydrochloride,medex,1.0,,Tablet
Cetjet,Cetirizine Hydrochloride,medex,1.0,,Tablet
Cetmax,Cetirizine Hydrochloride,medex,1.0,,Tablet
Cetol,Paracetamol,medex,1.0,,Oral Suspension
Cetox Plus,Vitamin C + Vitamin E,medex,1.0,,Tablet
Cetra,Cetirizine Hydrochloride,medex,1.0,,Tablet
Cetriben,Cetirizine Hydrochloride,medex,1.0,,Tablet
Cetrigen,Cetirizine Hydrochloride,medex,1.0,,Tablet
Cetril,Cetirizine Hydrochloride,medex,1.0,,Syrup
Cetrilon,Chlorhexidine Gluconate + Cetrimide,medex,1.0,,Solution
Cetrimak,Cetirizine Hydrochloride,medex,1.0,,Tablet
Cetrimax,Cetirizine Hydrochloride,medex,1.0,,Tablet
Cetrin,Cetirizine Hydrochloride,medex,1.0,,Capsule
Cetriz,Cetirizine Hydrochloride,medex,1.0,,Syrup
Cetrol,Cetirizine Hydrochloride,medex,1.0,,Tablet
Cetrolix,Cetrorelix Acetate,medex,1.0,,SC Injection
Cetrotide,Cetrorelix Acetate,medex,1.0,,SC Injection
Cetuxim,Cetuximab,medex,1.0,,IV Infusion
Cetzin,Cetirizine Hydrochloride,medex,1.0,,Syrup
Cevalin,Vitamin C [Ascorbic acid],medex,1.0,,Chewable Tablet
Cevion,Vitamin C [Ascorbic acid],medex,1.0,,Effervescent Tablet
Cexitil,Cefuroxime Axetil,medex,1.0,,Tablet
Cezin,Cetirizine Hydrochloride,medex,1.0,,Syrup
CFB,Ciprofibrate,medex,1.0,,Tablet
CFL,Cefaclor Monohydrate,medex,1.0,,Pediatric Drops
Cfresh Liquigel,Carboxymethylcellulose Sodium,medex,1.0,,Ophthalmic Solution
Champion,Methyl Salicylate + Menthol + Camphor,medex,1.0,,Cream
Champix,Varenicline Tartrate,medex,1.0,,Tablet
Charm,Sildenafil Citrate,medex,1.0,,Tablet
Charnil,Sodium Alginate + Potassium Bicarbonate,medex,1.0,,Oral Suspension
Chear,Sertraline Hydrochloride,medex,1.0,,Tablet
Chelova,Deferasirox,medex,1.0,,Dispersible Tablet
Chemist OralSaline,Oral rehydration salt [glucose based],medex,1.0,,Oral Powder
Chemocain,Lidocaine Hydrochloride (Injection),medex,1.0,,Injection
Chemocain-A,Lidocaine + Adrenaline,medex,1.0,,Injection
Chemophenicol,Chloramphenicol (Ophthalmic),medex,1.0,,Ophthalmic Solution
Chewce,Vitamin C [Ascorbic acid],medex,1.0,,Chewable Tablet
Chir DS,Albendazole,medex,1.0,,Chewable Tablet
Chloramphenicol,Chloramphenicol (Oral),medex,1.0,,Capsule
Chlormet,Dexamethasone + Chloramphenicol,medex,1.0,,Ophthalmic Solution
Chlorodex,Dexamethasone + Chloramphenicol,medex,1.0,,Ophthalmic Solution
Chlorool,Chloramphenicol (Oral),medex,1.0,,Oral Suspension
Chlorosol,Chlorhexidine Gluconate + Isopropyl alcohol,medex,1.0,,Hand Rub
Chlorovis,Chloramphenicol (Ophthalmic),medex,1.0,,Ophthalmic Solution
Chlorphen,Chloramphenicol (Ophthalmic),medex,1.0,,Ophthalmic Solution
Chlorpheniramine,Chlorpheniramine Maleate,medex,1.0,,Tablet
Cholcut,Rosuvastatin Calcium,medex,1.0,,Tablet
Cholcut EZ,Rosuvastatin + Ezetimibe,medex,1.0,,Tablet
